order_item_id,order_id,product_id,quantity,unit_price,discount_percentage,item_revenue,item_cost,profit
OI10000120,ORD1000048,PROD10051,1,4690.0,20.0,3752.0,2623.08,1128.92
OI10000121,ORD1000049,PROD10035,1,1570.0,3.0,1522.9,1138.82,384.08
OI10000122,ORD1000049,PROD10129,2,3010.0,1.5,5929.7,4067.44,1862.26
OI10000123,ORD1000049,PROD10152,3,4110.0,0.0,12330.0,11261.28,1068.72
OI10000124,ORD1000050,PROD10194,1,8130.0,5.0,7723.5,6833.41,890.09
OI10000125,ORD1000050,PROD10053,1,1980.0,6.5,1851.3,1342.07,509.23
OI10000126,ORD1000050,PROD10152,2,4110.0,8.0,7562.4,7507.52,54.88
OI10000127,ORD1000051,PROD10518,3,1980.0,25.0,4455.0,4899.06,-444.06
OI10000128,ORD1000051,PROD10293,1,2250.0,25.0,1687.5,1645.93,41.57
OI10000129,ORD1000051,PROD10311,7,600.0,26.5,3087.0,3472.56,-385.56
OI10000130,ORD1000052,PROD10051,2,4690.0,0.0,9380.0,5246.16,4133.84
OI10000131,ORD1000052,PROD10510,1,1150.0,0.0,1150.0,752.18,397.82
OI10000132,ORD1000052,PROD10432,3,59070.0,0.0,177210.0,154256.97,22953.03
OI10000133,ORD1000053,PROD10035,2,1570.0,10.0,2826.0,2277.64,548.36
OI10000134,ORD1000053,PROD10153,1,11880.0,10.0,10692.0,9502.1,1189.9
OI10000135,ORD1000054,PROD10411,1,23190.0,25.0,17392.5,17892.02,-499.52
OI10000136,ORD1000055,PROD10212,3,8230.0,8.0,22714.8,19506.48,3208.32
OI10000137,ORD1000055,PROD10347,2,150.0,8.0,276.0,257.96,18.04
OI10000138,ORD1000055,PROD10095,2,880.0,8.0,1619.2,1471.58,147.62
OI10000139,ORD1000056,PROD10051,4,4690.0,5.0,17822.0,10492.32,7329.68
OI10000140,ORD1000056,PROD10263,2,1970.0,5.0,3743.0,2519.18,1223.82
OI10000141,ORD1000057,PROD10403,3,2030.0,10.0,5481.0,3578.4,1902.6
OI10000142,ORD1000057,PROD10041,3,2520.0,10.0,6804.0,4878.99,1925.01
OI10000143,ORD1000058,PROD10002,2,2800.0,15.0,4760.0,3481.96,1278.04
OI10000144,ORD1000058,PROD10322,2,140.0,15.0,238.0,200.8,37.2
OI10000145,ORD1000059,PROD10117,3,1090.0,11.5,2893.95,2450.22,443.73
OI10000146,ORD1000059,PROD10489,3,580.0,10.0,1566.0,1382.1,183.9
OI10000147,ORD1000059,PROD10192,4,590.0,10.0,2124.0,1763.64,360.36
OI10000148,ORD1000059,PROD10368,1,350.0,11.5,309.75,280.61,29.14
OI10000149,ORD1000059,PROD10433,4,1420.0,10.0,5112.0,4380.04,731.96
OI10000150,ORD1000060,PROD10236,7,7460.0,15.0,44387.0,43068.76,1318.24
OI10000151,ORD1000061,PROD10007,2,450.0,10.0,810.0,537.66,272.34
OI10000152,ORD1000061,PROD10187,2,130.0,11.5,230.1,174.42,55.68
OI10000153,ORD1000061,PROD10322,1,140.0,10.0,126.0,100.4,25.6
OI10000154,ORD1000062,PROD10246,4,66050.0,1.5,260237.0,226671.32,33565.68
OI10000155,ORD1000062,PROD10218,2,590.0,0.0,1180.0,910.42,269.58
OI10000156,ORD1000062,PROD10233,2,3440.0,0.0,6880.0,5352.92,1527.08
OI10000157,ORD1000062,PROD10236,2,7460.0,0.0,14920.0,12305.36,2614.64
OI10000158,ORD1000063,PROD10483,1,9280.0,23.0,7145.6,6094.21,1051.39
OI10000159,ORD1000063,PROD10531,3,3130.0,20.0,7512.0,8303.07,-791.07
OI10000160,ORD1000064,PROD10351,1,430.0,33.0,288.1,291.84,-3.74
OI10000161,ORD1000064,PROD10098,3,150.0,33.0,301.5,301.2,0.3
OI10000162,ORD1000064,PROD10488,2,1990.0,30.0,2786.0,2385.72,400.28
OI10000163,ORD1000064,PROD10469,2,250.0,30.0,350.0,389.0,-39.0
OI10000164,ORD1000064,PROD10279,2,1070.0,33.0,1433.8,1429.68,4.12
OI10000165,ORD1000065,PROD10148,1,1030.0,30.0,721.0,620.45,100.55
OI10000166,ORD1000065,PROD10446,4,1370.0,31.5,3753.8,3780.56,-26.76
OI10000167,ORD1000065,PROD10031,3,3150.0,30.0,6615.0,5833.47,781.53
OI10000168,ORD1000066,PROD10203,5,12420.0,0.0,62100.0,53520.95,8579.05
OI10000169,ORD1000066,PROD10417,4,2640.0,0.0,10560.0,9130.2,1429.8
OI10000170,ORD1000067,PROD10031,2,3150.0,30.0,4410.0,3888.98,521.02
OI10000171,ORD1000067,PROD10510,1,1150.0,30.0,805.0,752.18,52.82
OI10000172,ORD1000067,PROD10187,4,130.0,31.5,356.2,348.84,7.36
OI10000173,ORD1000068,PROD10417,1,2640.0,25.0,1980.0,2282.55,-302.55
OI10000174,ORD1000068,PROD10228,3,840.0,25.0,1890.0,1724.19,165.81
OI10000175,ORD1000069,PROD10392,3,8430.0,13.0,22002.3,17520.06,4482.24
OI10000176,ORD1000069,PROD10535,1,890.0,10.0,801.0,652.71,148.29
OI10000177,ORD1000069,PROD10339,1,12420.0,10.0,11178.0,9931.12,1246.88
OI10000178,ORD1000069,PROD10468,3,8250.0,10.0,22275.0,16389.03,5885.97
OI10000179,ORD1000070,PROD10322,2,140.0,26.5,205.8,200.8,5.0
OI10000180,ORD1000070,PROD10436,3,860.0,28.0,1857.6,1455.09,402.51
OI10000181,ORD1000071,PROD10043,3,4720.0,5.0,13452.0,12984.21,467.79
OI10000182,ORD1000071,PROD10349,1,16110.0,5.0,15304.5,13140.19,2164.31
OI10000183,ORD1000071,PROD10383,2,520.0,6.5,972.4,744.16,228.24
OI10000184,ORD1000072,PROD10062,1,1820.0,3.0,1765.4,1230.56,534.84
OI10000185,ORD1000073,PROD10250,1,800.0,1.5,788.0,481.15,306.85
OI10000186,ORD1000074,PROD10417,2,2640.0,20.0,4224.0,4565.1,-341.1
OI10000187,ORD1000074,PROD10203,3,12420.0,23.0,28690.2,32112.57,-3422.37
OI10000188,ORD1000075,PROD10403,1,2030.0,10.0,1827.0,1192.8,634.2
OI10000189,ORD1000076,PROD10203,3,12420.0,0.0,37260.0,32112.57,5147.43
OI10000190,ORD1000076,PROD10312,2,350.0,1.5,689.5,539.56,149.94
OI10000191,ORD1000076,PROD10210,1,610.0,1.5,600.85,430.38,170.47
OI10000192,ORD1000077,PROD10343,4,200.0,5.0,760.0,629.84,130.16
OI10000193,ORD1000078,PROD10418,3,1780.0,16.5,4458.9,3391.98,1066.92
OI10000194,ORD1000079,PROD10236,1,7460.0,0.0,7460.0,6152.68,1307.32
OI10000195,ORD1000079,PROD10455,7,240.0,1.5,1654.8,1469.23,185.57
OI10000196,ORD1000080,PROD10030,2,3330.0,0.0,6660.0,5469.04,1190.96
OI10000197,ORD1000080,PROD10440,1,340.0,3.0,329.8,262.26,67.54
OI10000198,ORD1000080,PROD10525,1,1600.0,0.0,1600.0,1043.1,556.9
OI10000199,ORD1000081,PROD10403,2,2030.0,16.5,3390.1,2385.6,1004.5
OI10000200,ORD1000081,PROD10101,1,780.0,18.0,639.6,559.66,79.94
OI10000201,ORD1000081,PROD10403,2,2030.0,18.0,3329.2,2385.6,943.6
OI10000202,ORD1000081,PROD10417,2,2640.0,15.0,4488.0,4565.1,-77.1
OI10000203,ORD1000081,PROD10392,3,8430.0,16.5,21117.15,17520.06,3597.09
OI10000204,ORD1000082,PROD10509,2,1070.0,1.5,2107.9,1635.66,472.24
OI10000205,ORD1000082,PROD10011,3,1170.0,1.5,3457.35,2113.17,1344.18
OI10000206,ORD1000083,PROD10524,3,710.0,0.0,2130.0,1316.16,813.84
OI10000207,ORD1000083,PROD10098,6,150.0,0.0,900.0,602.4,297.6
OI10000208,ORD1000083,PROD10221,2,740.0,1.5,1457.8,995.38,462.42
OI10000209,ORD1000083,PROD10236,3,7460.0,1.5,22044.3,18458.04,3586.26
OI10000210,ORD1000084,PROD10473,1,2460.0,3.0,2386.2,1366.19,1020.01
OI10000211,ORD1000084,PROD10015,3,15690.0,3.0,45657.9,36767.16,8890.74
OI10000212,ORD1000084,PROD10490,2,1110.0,0.0,2220.0,1367.42,852.58
OI10000213,ORD1000085,PROD10101,2,780.0,8.0,1435.2,1119.32,315.88
OI10000214,ORD1000085,PROD10115,3,1410.0,6.5,3955.05,2688.0,1267.05
OI10000215,ORD1000085,PROD10117,2,1090.0,5.0,2071.0,1633.48,437.52
OI10000216,ORD1000086,PROD10205,1,150.0,3.0,145.5,112.55,32.95
OI10000217,ORD1000087,PROD10394,1,410.0,3.0,397.7,235.07,162.63
OI10000218,ORD1000087,PROD10510,4,1150.0,1.5,4531.0,3008.72,1522.28
OI10000219,ORD1000088,PROD10466,4,6110.0,0.0,24440.0,22524.72,1915.28
OI10000220,ORD1000088,PROD10031,3,3150.0,1.5,9308.25,5833.47,3474.78
OI10000221,ORD1000089,PROD10099,2,290.0,0.0,580.0,455.36,124.64
OI10000222,ORD1000090,PROD10142,1,1400.0,1.5,1379.0,778.06,600.94
OI10000223,ORD1000090,PROD10051,1,4690.0,3.0,4549.3,2623.08,1926.22
OI10000224,ORD1000091,PROD10087,2,7170.0,10.0,12906.0,10718.02,2187.98
OI10000225,ORD1000091,PROD10112,3,1240.0,13.0,3236.4,2966.13,270.27
OI10000226,ORD1000092,PROD10478,2,13740.0,1.5,27067.8,21945.36,5122.44
OI10000227,ORD1000092,PROD10188,1,3440.0,0.0,3440.0,2216.61,1223.39
OI10000228,ORD1000093,PROD10404,3,4380.0,30.0,9198.0,7712.88,1485.12
OI10000229,ORD1000093,PROD10152,3,4110.0,30.0,8631.0,11261.28,-2630.28
OI10000230,ORD1000094,PROD10209,2,610.0,28.0,878.4,738.08,140.32
OI10000231,ORD1000094,PROD10148,1,1030.0,25.0,772.5,620.45,152.05
OI10000232,ORD1000095,PROD10031,3,3150.0,25.0,7087.5,5833.47,1254.03
OI10000233,ORD1000095,PROD10304,1,2940.0,25.0,2205.0,1925.57,279.43
OI10000234,ORD1000095,PROD10136,2,2160.0,25.0,3240.0,2837.34,402.66
OI10000235,ORD1000096,PROD10528,1,240.0,0.0,240.0,154.28,85.72
OI10000236,ORD1000097,PROD10236,3,7460.0,3.0,21708.6,18458.04,3250.56
OI10000237,ORD1000097,PROD10419,2,910.0,3.0,1765.4,1300.82,464.58
OI10000238,ORD1000097,PROD10092,1,920.0,1.5,906.2,762.38,143.82
OI10000239,ORD1000097,PROD10305,2,960.0,0.0,1920.0,1217.66,702.34
OI10000240,ORD1000097,PROD10258,2,1500.0,3.0,2910.0,1973.52,936.48
OI10000241,ORD1000098,PROD10211,4,480.0,3.0,1862.4,1451.32,411.08
OI10000242,ORD1000098,PROD10010,2,870.0,0.0,1740.0,1243.18,496.82
OI10000243,ORD1000098,PROD10118,2,910.0,1.5,1792.7,1202.46,590.24
OI10000244,ORD1000099,PROD10341,2,1210.0,5.0,2299.0,1439.06,859.94
OI10000245,ORD1000099,PROD10341,1,1210.0,5.0,1149.5,719.53,429.97
OI10000246,ORD1000100,PROD10299,2,490.0,16.5,818.3,654.84,163.46
OI10000247,ORD1000100,PROD10434,1,170.0,16.5,141.95,122.77,19.18
OI10000248,ORD1000100,PROD10179,1,3910.0,18.0,3206.2,3457.34,-251.14
OI10000249,ORD1000101,PROD10512,2,880.0,20.0,1408.0,1182.1,225.9
OI10000250,ORD1000101,PROD10092,4,920.0,23.0,2833.6,3049.52,-215.92
OI10000251,ORD1000102,PROD10341,1,1210.0,1.5,1191.85,719.53,472.32
OI10000252,ORD1000102,PROD10317,3,410.0,0.0,1230.0,719.94,510.06
OI10000253,ORD1000103,PROD10379,3,50.0,1.5,147.75,102.36,45.39
OI10000254,ORD1000103,PROD10294,3,660.0,0.0,1980.0,1329.3,650.7
OI10000255,ORD1000103,PROD10070,2,1810.0,0.0,3620.0,2223.5,1396.5
OI10000256,ORD1000104,PROD10246,3,66050.0,20.0,158520.0,170003.49,-11483.49
OI10000257,ORD1000104,PROD10052,2,1410.0,20.0,2256.0,1836.2,419.8
OI10000258,ORD1000104,PROD10435,2,47490.0,20.0,75984.0,76845.7,-861.7
OI10000259,ORD1000105,PROD10164,2,210.0,15.0,357.0,284.06,72.94
OI10000260,ORD1000105,PROD10510,3,1150.0,16.5,2880.75,2256.54,624.21
OI10000261,ORD1000105,PROD10101,3,780.0,15.0,1989.0,1678.98,310.02
OI10000262,ORD1000105,PROD10341,1,1210.0,15.0,1028.5,719.53,308.97
OI10000263,ORD1000106,PROD10525,2,1600.0,30.0,2240.0,2086.2,153.8
OI10000264,ORD1000106,PROD10007,5,450.0,31.5,1541.25,1344.15,197.1
OI10000265,ORD1000107,PROD10374,3,930.0,30.0,1953.0,1980.63,-27.63
OI10000266,ORD1000108,PROD10010,1,870.0,15.0,739.5,621.59,117.91
OI10000267,ORD1000108,PROD10341,1,1210.0,15.0,1028.5,719.53,308.97
OI10000268,ORD1000108,PROD10137,1,300.0,15.0,255.0,259.36,-4.36
OI10000269,ORD1000109,PROD10226,1,290.0,31.5,198.65,186.09,12.56
OI10000270,ORD1000109,PROD10112,4,1240.0,30.0,3472.0,3954.84,-482.84
OI10000271,ORD1000109,PROD10040,3,1640.0,30.0,3444.0,3849.78,-405.78
OI10000272,ORD1000109,PROD10267,3,1000.0,30.0,2100.0,2141.28,-41.28
OI10000273,ORD1000110,PROD10117,4,1090.0,30.0,3052.0,3266.96,-214.96
OI10000274,ORD1000111,PROD10403,2,2030.0,20.0,3248.0,2385.6,862.4
OI10000275,ORD1000111,PROD10098,1,150.0,20.0,120.0,100.4,19.6
OI10000276,ORD1000111,PROD10528,3,240.0,21.5,565.2,462.84,102.36
OI10000277,ORD1000111,PROD10101,2,780.0,20.0,1248.0,1119.32,128.68
OI10000278,ORD1000112,PROD10355,2,5880.0,0.0,11760.0,10357.62,1402.38
OI10000279,ORD1000112,PROD10004,2,370.0,0.0,740.0,501.96,238.04
OI10000280,ORD1000113,PROD10112,1,1240.0,26.5,911.4,988.71,-77.31
OI10000281,ORD1000113,PROD10524,4,710.0,26.5,2087.4,1754.88,332.52
OI10000282,ORD1000114,PROD10092,3,920.0,25.0,2070.0,2287.14,-217.14
OI10000283,ORD1000114,PROD10368,2,350.0,25.0,525.0,561.22,-36.22
OI10000284,ORD1000115,PROD10078,3,790.0,10.0,2133.0,1283.76,849.24
OI10000285,ORD1000116,PROD10269,3,180.0,15.0,459.0,361.38,97.62
OI10000286,ORD1000116,PROD10403,3,2030.0,15.0,5176.5,3578.4,1598.1
OI10000287,ORD1000117,PROD10367,2,1140.0,0.0,2280.0,1328.66,951.34
OI10000288,ORD1000117,PROD10525,2,1600.0,0.0,3200.0,2086.2,1113.8
OI10000289,ORD1000117,PROD10092,3,920.0,0.0,2760.0,2287.14,472.86
OI10000290,ORD1000118,PROD10488,3,1990.0,20.0,4776.0,3578.58,1197.42
OI10000291,ORD1000118,PROD10332,1,37330.0,21.5,29304.05,29182.68,121.37
OI10000292,ORD1000119,PROD10031,3,3150.0,18.0,7749.0,5833.47,1915.53
OI10000293,ORD1000119,PROD10432,2,59070.0,15.0,100419.0,102837.98,-2418.98
OI10000294,ORD1000119,PROD10225,3,220.0,18.0,541.2,422.94,118.26
OI10000295,ORD1000120,PROD10488,2,1990.0,0.0,3980.0,2385.72,1594.28
OI10000296,ORD1000120,PROD10417,3,2640.0,1.5,7801.2,6847.65,953.55
OI10000297,ORD1000120,PROD10110,2,210.0,0.0,420.0,302.12,117.88
OI10000298,ORD1000121,PROD10211,1,480.0,23.0,369.6,362.83,6.77
OI10000299,ORD1000121,PROD10392,2,8430.0,20.0,13488.0,11680.04,1807.96
OI10000300,ORD1000122,PROD10122,2,8720.0,3.0,16916.8,12693.98,4222.82
OI10000301,ORD1000122,PROD10001,2,4060.0,0.0,8120.0,4751.0,3369.0
OI10000302,ORD1000122,PROD10535,4,890.0,0.0,3560.0,2610.84,949.16
OI10000303,ORD1000122,PROD10392,1,8430.0,0.0,8430.0,5840.02,2589.98
OI10000304,ORD1000123,PROD10304,2,2940.0,6.5,5497.8,3851.14,1646.66
OI10000305,ORD1000123,PROD10316,3,310.0,5.0,883.5,680.28,203.22
OI10000306,ORD1000124,PROD10203,1,12420.0,30.0,8694.0,10704.19,-2010.19
OI10000307,ORD1000124,PROD10458,3,4870.0,30.0,10227.0,8017.47,2209.53
OI10000308,ORD1000124,PROD10323,3,19270.0,30.0,40467.0,42683.55,-2216.55
OI10000309,ORD1000125,PROD10322,3,140.0,13.0,365.4,301.2,64.2
OI10000310,ORD1000125,PROD10203,2,12420.0,11.5,21983.4,21408.38,575.02
OI10000311,ORD1000126,PROD10101,2,780.0,25.0,1170.0,1119.32,50.68
OI10000312,ORD1000126,PROD10101,3,780.0,28.0,1684.8,1678.98,5.82
OI10000313,ORD1000126,PROD10392,2,8430.0,26.5,12392.1,11680.04,712.06
OI10000314,ORD1000126,PROD10549,4,860.0,25.0,2580.0,2500.0,80.0
OI10000315,ORD1000127,PROD10445,2,60410.0,25.0,90615.0,108747.14,-18132.14
OI10000316,ORD1000127,PROD10031,1,3150.0,26.5,2315.25,1944.49,370.76
OI10000317,ORD1000127,PROD10312,4,350.0,26.5,1029.0,1079.12,-50.12
OI10000318,ORD1000128,PROD10059,2,4290.0,31.5,5877.3,5253.96,623.34
